Retailer country,Order method type,Retailer type,Product line,Product type,Product,Year,Quarter,Revenue,Quantity,Gross margin
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2014,Q1 2014,136169.15,1105,0.35437799
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2014,Q1 2014,66030.63,1041,0.26880025
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Utensils,2014,Q1 2014,42104.01,2297,0.45444626
United States,Web,Department Store,Camping Equipment,Tents,Star Lite,2014,Q1 2014,457645.03,1268,0.30732341
United States,Web,Department Store,Camping Equipment,Tents,Star Dome,2014,Q1 2014,130471.85,211,0.35958599
United States,Web,Department Store,Camping Equipment,Tents,Star Gazer 2,2014,Q1 2014,190335.2,344,0.2904934
United States,Web,Department Store,Camping Equipment,Tents,Star Gazer 3,2014,Q1 2014,162596.2,230,0.35779557
United States,Web,Department Store,Camping Equipment,Tents,Star Gazer 6,2014,Q1 2014,162990.87,206,0.38070151
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Lite,2014,Q1 2014,284757.93,3327,0.29898353
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2014,Q1 2014,87297.02,722,0.56992805
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pad,2014,Q1 2014,91191.3,2638,0.45151632
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2014,Q1 2014,25749.5,1484,0.50148158
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2014,Q1 2014,48240.36,486,0.3426355
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Climber Backpack,2014,Q1 2014,85901.88,1170,0.28493998
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2014,Q1 2014,484806,1785,0.38637703
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2014,Q1 2014,295223.27,905,0.3460419
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Cooler,2014,Q1 2014,93386.62,3088,0.50399747
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Carryall,2014,Q1 2014,192870.46,2762,0.41028211
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly Lite,2014,Q1 2014,42344.49,2929,0.53309746
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly Mapreader,2014,Q1 2014,44480.25,3471,0.41474025
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly 2,2014,Q1 2014,27717.26,1028,0.38172965
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly 4,2014,Q1 2014,15838.72,538,0.38858696
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly Multi-light,2014,Q1 2014,41973.67,1598,0.32308897
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Single,2014,Q1 2014,8845,250,0.47032222
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Double,2014,Q1 2014,8187.55,157,0.44870566
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Kerosene,2014,Q1 2014,4322.35,137,0.36608558
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Butane,2014,Q1 2014,57858.92,898,0.36940164
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Lamp,2014,Q1 2014,103024.51,3853,0.52166848
United States,Web,Department Store,Camping Equipment,Lanterns,Flicker Lantern,2014,Q1 2014,3333.55,95,0.55485893
United States,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Spray,2014,Q1 2014,1622.7,270,0.69550749
United States,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2014,Q1 2014,2366,625,0.50338123
United States,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2014,Q1 2014,4165,595,0.66714286
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Blocker,2014,Q1 2014,1879,407,0.57762108
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2014,Q1 2014,1265,253,0.608
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 15,2014,Q1 2014,1704.3,345,0.63765182
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2014,Q1 2014,3400,967,0.47383824
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shield,2014,Q1 2014,1908,318,0.54
United States,Web,Department Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2014,Q1 2014,5110,146,0.59885714
United States,Web,Department Store,Outdoor Protection,First Aid,Calamine Relief,2014,Q1 2014,300,50,0.52833333
United States,Web,Department Store,Outdoor Protection,First Aid,Aloe Relief,2014,Q1 2014,334.72,64,0.63288719
United States,Web,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2014,Q1 2014,236101.15,524,0.50951531
United States,Web,Department Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2014,Q1 2014,10919.52,12,0.50668161
United States,Web,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2014,Q1 2014,78447.05,155,0.4511865
United States,Web,Department Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2014,Q1 2014,195940.24,232,0.50270552
United States,Web,Department Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2014,Q1 2014,216147.87,179,0.48738334
United States,Web,Department Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2014,Q1 2014,271822.8,396,0.50234638
United States,Web,Department Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2014,Q1 2014,109797.05,85,0.52776509
United States,Web,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2014,Q1 2014,256988.16,297,0.51345229
United States,Web,Department Store,Golf Equipment,Putters,Course Pro Putter,2014,Q1 2014,98741.84,1588,0.5432615
United States,Web,Department Store,Golf Equipment,Putters,Blue Steel Putter,2014,Q1 2014,20655.95,532,-0.06111798
United States,Web,Department Store,Golf Equipment,Putters,Blue Steel Max Putter,2014,Q1 2014,95409.6,556,0.52331002
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2014,Q1 2014,12910.32,1251,0.67054264
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2014,Q1 2014,21008.4,1721,0.4699801
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2014,Q1 2014,45022.96,212,0.62471592
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2014,Q1 2014,27267.96,2612,0.7557353
United States,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2014,Q1 2014,165004.93,3151,0.33219892
United States,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2014,Q1 2014,155885.95,1265,0.35437799
United States,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Utensils,2014,Q1 2014,54679.82,4726,0.4295592
United States,Web,Warehouse Store,Camping Equipment,Tents,Star Gazer 3,2014,Q1 2014,233997.14,331,0.35779557
United States,Web,Warehouse Store,Camping Equipment,Packs,Canyon Mule Climber Backpack,2014,Q1 2014,13988.52,182,0.31693989
United States,Web,Warehouse Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2014,Q1 2014,143744.88,456,0.32325604
United States,Web,Warehouse Store,Camping Equipment,Lanterns,Firefly Mapreader,2014,Q1 2014,45514.48,3354,0.44731874
United States,Web,Warehouse Store,Camping Equipment,Lanterns,Firefly Extreme,2014,Q1 2014,27503.12,508,0.44052457
United States,Web,Warehouse Store,Camping Equipment,Lanterns,EverGlow Single,2014,Q1 2014,65160.48,2706,0.37707641
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Natural,2014,Q1 2014,23454,3909,0.69
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Spray,2014,Q1 2014,4567.6,760,0.69550749
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2014,Q1 2014,6916,988,0.73142857
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2014,Q1 2014,7777,1111,0.66714286
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Blocker,2014,Q1 2014,3140,628,0.61
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2014,Q1 2014,5035,1007,0.608
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter 15,2014,Q1 2014,15175.68,3072,0.63765182
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2014,Q1 2014,18260,3652,0.63
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shield,2014,Q1 2014,15750,2625,0.54
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Compact Relief Kit,2014,Q1 2014,14007,609,0.60869565
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2014,Q1 2014,4339.3,126,0.59232134
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Calamine Relief,2014,Q1 2014,360,60,0.52833333
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Aloe Relief,2014,Q1 2014,1820.04,348,0.63288719
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Insect Bite Relief,2014,Q1 2014,2778,463,0.54
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Canteen,2014,Q1 2014,17790.08,1232,0.43767313
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Cook Set,2014,Q1 2014,77691.65,1465,0.34058486
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2014,Q1 2014,137031.76,1112,0.35437799
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Single Flame,2014,Q1 2014,224478.77,3539,0.26880025
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Double Flame,2014,Q1 2014,91554.3,635,0.4798169
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Kettle,2014,Q1 2014,31814.48,2533,0.57484076
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Utensils,2014,Q1 2014,43025.69,3210,0.4441414
United States,Web,Outdoors Shop,Camping Equipment,Tents,Star Lite,2014,Q1 2014,367091.28,1044,0.28900518
United States,Web,Outdoors Shop,Camping Equipment,Tents,Star Dome,2014,Q1 2014,389560.5,630,0.35958599
United States,Web,Outdoors Shop,Camping Equipment,Tents,Star Peg,2014,Q1 2014,5960.36,3041,0.48979592
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Lite,2014,Q1 2014,154917.9,1810,0.29898353
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator,2014,Q1 2014,328777.93,2357,0.38346835
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2014,Q1 2014,576461.7,2269,0.40958784
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Pad,2014,Q1 2014,85605.99,2937,0.40984352
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Pillow,2014,Q1 2014,41001,2370,0.5
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Climber Backpack,2014,Q1 2014,259831.26,3545,0.28371783
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2014,Q1 2014,135528.4,499,0.38637703
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Journey Backpack,2014,Q1 2014,461891.52,1311,0.39449932
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2014,Q1 2014,624368.87,1407,0.46168975
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Cooler,2014,Q1 2014,75711.44,2471,0.51044386
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Carryall,2014,Q1 2014,96993.87,1389,0.41028211
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Lite,2014,Q1 2014,45913.31,3173,0.53351762
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Mapreader,2014,Q1 2014,32275.8,2085,0.51550388
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly 2,2014,Q1 2014,21080.52,786,0.37844892
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly 4,2014,Q1 2014,12751.7,442,0.37608319
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Extreme,2014,Q1 2014,49024.16,908,0.43898437
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Multi-light,2014,Q1 2014,9395.16,354,0.33006782
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Double,2014,Q1 2014,18461.1,354,0.44870566
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Kerosene,2014,Q1 2014,37406.1,1194,0.36160145
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Butane,2014,Q1 2014,22197.3,345,0.36851104
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Lamp,2014,Q1 2014,111658.54,4179,0.52131373
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Flicker Lantern,2014,Q1 2014,20189.73,587,0.54586119
United States,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Natural,2014,Q1 2014,2838,473,0.69
United States,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Extreme,2014,Q1 2014,6983.48,1391,0.51797385
United States,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Blocker,2014,Q1 2014,980,196,0.61
United States,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter Stick,2014,Q1 2014,1135,227,0.608
United States,Web,Outdoors Shop,Outdoor Protection,First Aid,Compact Relief Kit,2014,Q1 2014,1817,79,0.60869565
United States,Sales visit,Department Store,Camping Equipment,Cooking Gear,TrailChef Kettle,2014,Q1 2014,38500.15,4855,0.48423707
United States,Sales visit,Department Store,Camping Equipment,Sleeping Bags,Hibernator Lite,2014,Q1 2014,87472.98,1022,0.29898353
United States,Sales visit,Department Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2014,Q1 2014,62712.96,178,0.39449932
United States,Sales visit,Department Store,Camping Equipment,Packs,Canyon Mule Cooler,2014,Q1 2014,41823.6,1365,0.51044386
United States,Sales visit,Department Store,Camping Equipment,Packs,Canyon Mule Carryall,2014,Q1 2014,47624.06,682,0.41028211
United States,Sales visit,Department Store,Camping Equipment,Lanterns,Firefly Mapreader,2014,Q1 2014,16605.8,1051,0.52531646
United States,Sales visit,Department Store,Camping Equipment,Lanterns,EverGlow Butane,2014,Q1 2014,10294.4,160,0.36851104
United States,Sales visit,Department Store,Camping Equipment,Lanterns,EverGlow Lamp,2014,Q1 2014,30757.2,1140,0.52594514
United States,Sales visit,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2014,Q1 2014,0,42,
United States,Sales visit,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2014,Q1 2014,0,42,
United States,Sales visit,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2014,Q1 2014,96003.25,217,0.50046483
United States,Sales visit,Department Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2014,Q1 2014,29232,42,0.5091954
United States,Sales visit,Department Store,Golf Equipment,Putters,Course Pro Putter,2014,Q1 2014,40292.64,648,0.5432615
United States,Sales visit,Department Store,Golf Equipment,Putters,Blue Steel Putter,2014,Q1 2014,0,42,
United States,Sales visit,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2014,Q1 2014,13756.56,1333,0.67054264
United States,Sales visit,Department Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2014,Q1 2014,16705.92,1344,0.47948512
United States,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Canteen,2014,Q1 2014,40986.86,3425,0.42941957
United States,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2014,Q1 2014,9662.8,406,0.33067227
United States,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2014,Q1 2014,51140.45,415,0.35437799
United States,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Single Flame,2014,Q1 2014,81253.83,1281,0.26880025
United States,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Double Flame,2014,Q1 2014,78578.1,545,0.4798169
United States,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Utensils,2014,Q1 2014,19495.45,1685,0.4295592
United States,Sales visit,Outdoors Shop,Camping Equipment,Tents,Star Lite,2014,Q1 2014,147440.47,410,0.30480417
United States,Sales visit,Outdoors Shop,Camping Equipment,Tents,Star Dome,2014,Q1 2014,240538.15,389,0.35958599
United States,Sales visit,Outdoors Shop,Camping Equipment,Tents,Star Gazer 2,2014,Q1 2014,480264.4,868,0.2904934
United States,Sales visit,Outdoors Shop,Camping Equipment,Tents,Star Gazer 3,2014,Q1 2014,237531.84,336,0.35779557
United States,Sales visit,Outdoors Shop,Camping Equipment,Tents,Star Peg,2014,Q1 2014,5891.76,3006,0.48979592
United States,Sales visit,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Lite,2014,Q1 2014,103735.08,1212,0.29898353
United States,Sales visit,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator,2014,Q1 2014,123448.65,885,0.38346835
United States,Sales visit,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2014,Q1 2014,242044.2,948,0.412504
United States,Sales visit,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2014,Q1 2014,57311.34,474,0.56992805
United States,Sales visit,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2014,Q1 2014,16973.46,171,0.3426355
United States,Sales visit,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Climber Backpack,2014,Q1 2014,25264.92,346,0.2810189
United States,Sales visit,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2014,Q1 2014,155355.2,572,0.38637703
United States,Sales visit,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Journey Backpack,2014,Q1 2014,148808.19,441,0.36778661
United States,Sales visit,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2014,Q1 2014,175848.99,389,0.47156751
United States,Sales visit,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Cooler,2014,Q1 2014,12067.38,382,0.52516619
United States,Sales visit,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Carryall,2014,Q1 2014,34007.21,487,0.41028211
United States,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,Firefly Lite,2014,Q1 2014,16192.9,1130,0.52896022
United States,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,Firefly Mapreader,2014,Q1 2014,17269.4,1270,0.44844638
United States,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,Firefly 4,2014,Q1 2014,13126.75,455,0.37608319
United States,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,Firefly Extreme,2014,Q1 2014,33877.66,629,0.43761139
United States,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Single,2014,Q1 2014,33495.28,1391,0.37707641
United States,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Double,2014,Q1 2014,7196.7,138,0.44870566
United States,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Kerosene,2014,Q1 2014,4638,150,0.35316947
United States,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Butane,2014,Q1 2014,3474.36,54,0.36851104
United States,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Lamp,2014,Q1 2014,74733.47,2782,0.52388428
United States,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,Flicker Lantern,2014,Q1 2014,7566.5,220,0.54584022
United States,Sales visit,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Spray,2014,Q1 2014,558.93,93,0.69550749
United States,Sales visit,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Extreme,2014,Q1 2014,6685,1201,0.56523261
United States,Sales visit,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter 30,2014,Q1 2014,3305,661,0.63
United States,Sales visit,Outdoors Shop,Outdoor Protection,First Aid,Compact Relief Kit,2014,Q1 2014,1771,77,0.60869565
China,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2014,Q1 2014,72767.4,1380,0.33681016
China,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2014,Q1 2014,106840.41,867,0.35437799
China,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Kettle,2014,Q1 2014,53202.37,6709,0.48423707
China,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Utensils,2014,Q1 2014,30290.26,2618,0.4295592
China,Web,Warehouse Store,Camping Equipment,Tents,Star Lite,2014,Q1 2014,551211.57,1554,0.29518896
China,Web,Warehouse Store,Camping Equipment,Tents,Star Gazer 3,2014,Q1 2014,148457.4,210,0.35779557
China,Web,Warehouse Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2014,Q1 2014,81644.57,259,0.32325604
China,Web,Warehouse Store,Camping Equipment,Lanterns,Firefly Mapreader,2014,Q1 2014,29246.8,2129,0.45404284
China,Web,Warehouse Store,Camping Equipment,Lanterns,Firefly Extreme,2014,Q1 2014,19436.26,359,0.44052457
China,Web,Warehouse Store,Camping Equipment,Lanterns,EverGlow Single,2014,Q1 2014,41008.24,1703,0.37707641
China,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Natural,2014,Q1 2014,7554,1259,0.69
China,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2014,Q1 2014,1239,177,0.73142857
China,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2014,Q1 2014,6188,884,0.66714286
China,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Extreme,2014,Q1 2014,19309.43,2831,0.64519823
China,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2014,Q1 2014,3640,728,0.608
China,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter 15,2014,Q1 2014,5285.8,1070,0.63765182
China,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2014,Q1 2014,5605.6,1144,0.62244898
China,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shield,2014,Q1 2014,2952,492,0.54
China,Web,Warehouse Store,Outdoor Protection,First Aid,Compact Relief Kit,2014,Q1 2014,4715,205,0.60869565
China,Web,Warehouse Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2014,Q1 2014,6683.6,193,0.59457179
China,Web,Warehouse Store,Outdoor Protection,First Aid,Calamine Relief,2014,Q1 2014,780,130,0.52833333
China,Web,Warehouse Store,Outdoor Protection,First Aid,Aloe Relief,2014,Q1 2014,392.25,75,0.63288719
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Canteen,2014,Q1 2014,45033.58,3712,0.42721765
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2014,Q1 2014,75854.29,3305,0.3059239
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Cook Set,2014,Q1 2014,161833.23,3086,0.33315661
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2014,Q1 2014,94024.49,763,0.35437799
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Single Flame,2014,Q1 2014,79731.51,1257,0.26880025
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Double Flame,2014,Q1 2014,182243.52,1264,0.4798169
China,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Utensils,2014,Q1 2014,19125.21,1653,0.4295592
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Lite,2014,Q1 2014,96233.8,260,0.32456164
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Dome,2014,Q1 2014,314121.8,508,0.35958599
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 3,2014,Q1 2014,360539.4,510,0.35779557
China,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 6,2014,Q1 2014,117753.21,149,0.37997444
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Lite,2014,Q1 2014,197627.31,2309,0.29898353
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator,2014,Q1 2014,135444.79,971,0.38346835
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2014,Q1 2014,197965.2,773,0.414291
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2014,Q1 2014,71820.54,594,0.56992805
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Pad,2014,Q1 2014,23474.02,542,0.49526668
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Pillow,2014,Q1 2014,27091.8,1566,0.5
China,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2014,Q1 2014,130328.38,1313,0.3426355
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Climber Backpack,2014,Q1 2014,199155.78,2719,0.28323697
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2014,Q1 2014,340858,1255,0.38637703
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Journey Backpack,2014,Q1 2014,346552.12,1011,0.37765024
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2014,Q1 2014,225722.85,503,0.46768065
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Cooler,2014,Q1 2014,106882.92,3524,0.50544016
China,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Carryall,2014,Q1 2014,140218.64,2008,0.41028211
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Lite,2014,Q1 2014,32371.47,2259,0.52896022
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Mapreader,2014,Q1 2014,23585.12,1768,0.43778111
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly 2,2014,Q1 2014,64038.6,2412,0.37212806
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly 4,2014,Q1 2014,35456.65,1229,0.37608319
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Extreme,2014,Q1 2014,36327.94,671,0.44052457
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Multi-light,2014,Q1 2014,13681.26,526,0.31641676
China,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Single,2014,Q1 2014,46546.64,1933,0.37707641
China,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Double,2014,Q1 2014,16868.08,328,0.44095594
China,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Kerosene,2014,Q1 2014,61468.96,1988,0.35316947
China,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Butane,2014,Q1 2014,15248.58,237,0.36851104
China,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Lamp,2014,Q1 2014,59946.98,2269,0.51589705
China,Web,Outdoors Shop,Camping Equipment,Lanterns,Flicker Lantern,2014,Q1 2014,15062.82,438,0.5457982
